collectedBy,collectorNumber,collectionDate,family,genus,specificEpithet,infraspecificEpithet,habitatDescription,associatedTaxa,reproductiveCondition,cultivationStatus,sex,morphologicalDescription,country,stateProvince,county,municipality,locality,decimalLatitude,decimalLongitude,elevationNumber,
,8,2024-03-23 00:00:00,Fabaceae,Caesalpinia,pulcherrima,,Mixed shrubs and grasses,Mesquite and oak with forbs and grasses nearby,Flowering,Wild,Bisexual,Flowers are clusters of orange-red blossoms with long red stamens,USA,Texas,Tom Green,San Angelo,"Knickerbocker RD, Lake Nasworthy, 4mi from San Angelo",31.37600° N,100.48970° W,571,Meters
,9,2024-03-23 00:00:00,Verbenaceae,Verbena,canescens,,Growing within rocks in pasture,Little to no grasses found,Flowering,Wild,Bisexual,"Leaves are opposite and narrow, stems are hairy with white hairs",USA,Texas,Blanco,Blanco,"River Run, Blanco River, 1mi from Blanco",30.09611° N,98.43339°  W,404,Meters
,10,2024-03-23 00:00:00,Adoxaceae,Viburnum ,davidii,,Shrubs and pastureland near road,"Mesquite and forbs, grasses, and shrubs near",Flowering,Wild,Bisexual,"Leaves are opposite, small white flowers, with rounded blooms",USA,Texas,Tom Green,San Angelo,"San Angelo State Park, Hwy 2288, 3mi from San Angelo",31.45950° N,100.51310° W,602,Meters
,11,2024-03-23 00:00:00,Asteraceae,Amblyolepis,setigera,,Grassy patch alongside dirt path,"Multiple forbs,grasses,and shrubs found",Flowering,Wild,Bisexual,"Hairy branches, yellow flower heads with a 2 toned center",USA,Texas,Tom Green,San Angelo,"San Angelo State Park, Hwy 2288, 3mi from San Angelo",31.46330° N ,100.50222° W,595,Meters
,12,2024-03-23 00:00:00,Poacea,Calamagrostis,epigejos,,Open pasture ,"Cedar, prickly pear, mesquite, daisys, tasajillo",Flowering,Wild,Bisexual,"Leaves are alternate, 2 rows on the stem, with a long green blade and sheath, Grassy stalk",USA,Texas,Tom Green,San Angelo,"San Angelo State Park, Hwy 2288, 3mi from San Angelo",31.46055° N,100.50100° W,586,Meters
,13,2024-03-23 00:00:00,Asteraceae,Gaillardia,pulchella,,Open pasture ,"Cedar, prickly pear, mesquite, daisys, tasajillo",Flowering,Wild,Bisexual,"Hairy stem, branched stems, flowers with red base and yellow tips ",USA,Texas,Tom Green,San Angelo,"San Angelo State Park, Hwy 2288, 3mi from San Angelo",31.46347° N,100.49442° W,582,Meters
,14,2024-04-04 00:00:00,Lamiaceae,Scutellaria,cardiophylla,,Open pasture ,"Cedar, prickly pear, mesquite, daisys, tasajillo",Flowering,Wild,Bisexual,"Opposite leaves, purple flowers on top and bottom lips, 4 angled stems",USA,Texas,Tom Green,San Angelo,N Bryant BLVD 3mi from San Angelo,31.48979° N,100.47149° W,577,Meters
,15,2024-04-04 00:00:00,Asteraceae,Senecio,flaccidus ,,Alongside road with grasses and multiple mesquite,"Mesquite and forbs, grasses, and shrubs present",Flowering,Wild,Bisexual,"Green alternate leaves, with yellow flower heads in clusters",USA,Texas,Tom Green,San Angelo,"Verterans Memerial Dr, North Concho River, 1mi from San Angelo",31.46535° N,100.45603° W,559,Meters
,16,2024-04-04 00:00:00,Caesalpinioideae,Mimosa,aculeaticarpa,,Open pasture ,"Cedar,mesquite, and other grasses and forbs near",Flowering,Wild,Bisexual,"Curved spines, pale to whitish flowers",USA,Texas,Tom Green,San Angelo,"MIR Ranch,Old Sterling City Hwy, 5mi from San Angelo",31.51630° N,100.50584° W,582,Meters
,17,2024-04-04 00:00:00,Malvaceae,Sphaeralcea,ambigua,,Alongside riverbed in dense trees,Mesquite and tasajillo present,Flowering,Wild,Bisexual,"Rounded leaves, Greyish color, white hairs, bowl shaped flowers that are orange/red",USA,Texas,Tom Green,San Angelo,"Lake Nasworthy, Red Bluff Rd, 3mi from San Angelo",31.39458° N,100.49610° W,572,Meters
,18,2024-04-04 00:00:00,Malvaceae,Callirhoe,involucrata,,In dirtpath growing alongside other mallows and grasses,Mesquite and oak with forbs and grasses near,Flowering,Wild,Bisexual,"Leaves are circular, white viens, flowers purplish red ",USA,Texas,Tom Green,San Angelo,"Lake Nasworthy, Red Bluff Rd, 3mi from San Angelo",31.39458° N,100.49610° W,572,Meters
,19,2024-04-04 00:00:00,Verbenaceae,Glandularia,bipinnatifida,,Open pasture ,"Cedar, prickly pear, mesquite, daisys, tasajillo",Flowering,Wild,Bisexual,"Whitish hairs, leaves are oppisite, purple flowers with dark centers",USA,Texas,Tom Green,San Angelo,"Twin Mountain Dr, Lake Nasworthy, 3mi from San Angelo",31.39862° N,100.49533° W,583,Meters
,20,2024-04-04 00:00:00,Verbenaceae,Verbena,officinalis,,Open pasture ,"Cedar, prickly pear, mesquite, daisys, tasajillo",Flowering,Wild,Bisexual,"Opposite leaves, small pink flowers, dense spikes",USA,Texas,Tom Green,San Angelo,"Twin Mountain Dr, Lake Nasworthy, 3mi from San Angelo",31.39863° N,100.49532° W,584,Meters
,21,2024-04-04 00:00:00,Rosaceae,Rosa,chinensis,,Growing besides mesquite and besides other shrubland,Dense prickly pear and little grasses nearby,Flowering,Wild,Bisexual,"Glossey leaves, Trumpet shaped flowers, dark red flowers",USA,Texas,Tom Green,San Angelo,"Twin Mountain Dr, Lake Nasworthy, 3mi from San Angelo",31.39896° N,100.50457° W,584,Meters
,22,2024-04-25 00:00:00,Fabaceae,Medicago,minima,,Growing attached to a fence in pastureland,"Cedar, mesquite and few forbs present ",Flowering,Wild,Bisexual,"Trifoliate leaves, yellow flowers, ",USA,Texas,Tom Green,San Angelo,"Arden Rd, Hwy 853, 5mi from San Angelo",31.44468° N,100.55775° W,609,Meters
,23,2024-04-01 00:00:00,Malvaceae,Sphaeralcea,angustifolia,,Growing alongside highway near other wildflowers,"little grasses with multile bluebonnets, indian blankets, and other wildflowers near",Flowering,Wild,Bisexual,"Narrow leaves with gray-green blades, flowers that are red/orange ",USA,Texas,Tom Green,San Angelo,"Hwy 87, Cottenseed Rd, 7mi from San Angelo",31.38071° N,100.35801° W,566,Meters
,24,2024-04-25 00:00:00,Asteraceae,Cirsium,texanum,,Alongside highway in dense grass near other thistle,Cedar and dense grasses present,Flowering,Wild,Bisexual,"Alternate leaves, green leaves, spear like spines, 1 purple flower head ",USA,Texas,Tom Green,San Angelo,"Loop 306, Hwy 388, 5mi from San Angelo",31.44360° N,100.37430° W,551,Meters
,25,2024-04-03 00:00:00,Malvaceae,Sphaeralcea,coccinea,,Trees and shrubs nearby on rangeland," Forbs, grasses, and shrubs nearby",Flowering,Wild,Bisexual,"Alternate leaves, white hairs, reddish/orange flowers, green center in flowers",USA,Texas,Tom Green,San Angelo,"MIR Ranch, Bald Eagle Creek",31.53904° N,100.52946° W,586,Meters
,26,2024-03-31 00:00:00,Asteraceae,Viguiera,stenoloba,,Growing in dried riverbed near other dry forbs,Little to no shrubs or forbs present,Flowering,Wild,Bisexual,"Dark green leaves, yellow leaves",USA,Texas,Blanco,Blanco,"Blanco River, Texas Park Rd Pr-23, 1mi from Blanco",30.09523° N,98.41958° W,402,Meters
,27,2024-03-31 00:00:00,Sapindaceae,Sapindus, saponaria,,Growing alongside dried river near other shrubs,Few forbs and grasses present,Flowering,Wild,Bisexual,"Divided leaves, whitish/greenish flowers, yellow/orange fruits/berry",USA,Texas,Blanco,Blanco,"Blanco River, Texas Park Rd Pr-23, 1mi from Blanco",30.05430° N ,98.25107° W,398,Meters
,28,2024-03-31 00:00:00,Geraniaceae,Erodium,cicutarium,,Growing alongside dried riverbed in rocks near other forbs,Few forbs and grasses present,Flowering,Wild,Bisexual, Long awns on seed heads,USA,Texas,Blanco,Blanco,"Blanco River, Hwy 165, 1mi from Blanco",30.05246° N ,98.23537° W,386,Meters
,29,2024-04-01 00:00:00,Poaceae,Bromus,catharticus,,Open pasture ,"Cedar, prickly pear, mesquite, daisys, tasajillo",Flowering,Wild,Bisexual,Grassy stalk,USA,Texas,Tom Green,San Angelo,"E Farm to Market Rd 2105, 7mi from San Angelo",31.31338° N ,100.23276° W,598,Meters
,30,2024-04-01 00:00:00,Campanulaceae,Petromarula,pinnata,,Growing in rock in open pasture,Dense prickly pear and little grasses present,Flowering,Wild,Bisexual,"White flowers with a yellow center, ",USA,Texas,Tom Green,San Angelo,"MIR Ranch,Old Sterling City Hwy, 5mi from San Angelo",31.52254°  N,100.51936° W,586,Meters
,31,2024-04-01 00:00:00,Poaceae,Poa,annua,,Open pasture ,"Cedar, prickly pear, mesquite, daisys, tasajillo",Flowering,Wild,Bisexual,"Upright grassy stalk, alternate leaves",USA,Texas,Tom Green,San Angelo,"MIR Ranch,Old Sterling City Hwy, 5mi from San Angelo",31.52253°  N,100.519365° W,585,Meters
,32,2024-04-02 00:00:00,Malvaceae,Callirhoe,digitata,,Alongside dirt road in dense grasses under mesquite,"Grasses, forbs, and shrubs like oak nearby",Flowering,Wild,Bisexual,"Alternate leaves, with deep purple leaves",USA,Texas,Comal,Spring Branch,"Antler Dr, Shaeferkoeter Lake 2, 9mi from Spring Branch",29.56562° N ,98.24013° W,216,Meters
,33,2024-04-02 00:00:00,Tamaricaceae,Tamarix,ramosissima,,Dried riverbed with little grasses,"Grasses, forbs, and shrubs like oak nearby",Flowering,Wild,Unisexual,"Alternate leaves, pink flowers",USA,Texas,Comal,Spring Branch,"Antler Dr, Shaeferkoeter Lake 2, 9mi from Spring Branch",29.56564° N,98.24003° W,217,Meters
,34,2024-04-02 00:00:00,Primulaceae,Primula,veris L.,,Growing besides mesquite and besides other shrubland,"Mesquite and forbs, grasses, and shrubs present ",Flowering,Wild,Bisexual,"Leaves are crenate, flowers are pinkish/red with red stamens",USA,Texas,Tom Green,San Angelo,"Lake Nasworthy, Red Bluff Rd, 3mi from San Angelo",31.22400° N,100.31559° W,700,Meters
,35,2024-04-03 00:00:00,Lamiaceae,Marrubium,vulgare,,Open pasture ,"Cedar, prickly pear, mesquite, daisys, tasajillo",Flowering,Wild,Bisexual,"White/green leaves, small whitish flowers ",USA,Texas,Tom Green,San Angelo,"MIR Ranch,Old Sterling City Hwy, 5mi from San Angelo",31.31039° N,100.30350° W,605,Meters
,36,2024-04-03 00:00:00,Solanaceae,Solanum,elaeagnifolium,,Growing besides mesquite and besides other shrubland ,"Cedar, prickly pear, mesquite, daisys, tasajillo",Flowering,Wild,Bisexual,"Silver/greenish leaves, deep purple flowers, yellow/red spines, ",USA,Texas,Tom Green,San Angelo,"Lake Nasworthy, Red Bluff Rd, 3mi from San Angelo",31.22389° N,100.31515° W,704,Meters
,37,2024-04-05 00:00:00,Brassicaceae,Lepidium,virginicum,,Alongside road with grasses and shrubs,"Mesquite and forbs, grasses, and shrubs near",Flowering,Wild,Bisexual,"Dense inflorescence, white/greenish leaves, white flower clusters, alternate leaves",USA,Texas,Tom Green,San Angelo,"Stokes Rd, Twin Buttes Reservior ",31.22306° N ,100.31264° W,684,Meters
,38,2024-04-21 00:00:00,Onagraceae,Oenothera,gaura,,Open pasture,"Cedar, prickly pear, mesquite, daisys, tasajillo",Flowering,Wild,Bisexual,"Basal leaves, green stems, white hairs, clustered white/pink flowers",USA,Texas,Tom Green,San Angelo,"S Concho Dr, Laguna Verde, 9mi from San Angelo",31.21312° N ,100.27526° W,675,Meters
,39,2024-04-21 00:00:00,Asteraceae,Melampodium, leucanthum,,Open pasture,"Cedar, prickly pear, mesquite, daisys, tasajillo",Flowering,Wild,Bisexual,"Leaves with rough hairs, white/yellow flower heads",USA,Texas,Tom Green,San Angelo,"S Concho Dr, Laguna Verde, 9mi from San Angelo",31.21240° N,100.27547° W,667,Meters
,40,2024-04-22 00:00:00,Fabaceae,Vicia,hirsuta,,Growing within mesquite ,"Mesquite ad forbs, grasses, and shrubs near",Flowering,Wild,Bisexual,"White hairs, blue/purple/white flowers, compound leaves",USA,Texas,Tom Green,San Angelo,"KickBACK Ranch, Arden Rd, 11mi from San Angelo ",31.26304°N ,100.38147° W,623,Meters
,41,2024-04-22 00:00:00,Meliaceae,Melia,azedarach,,Alongside road in shrubland,"Mesquite and forbs, grasses, and shrubs present",Flowering,Wild,Bisexual and Unisexual,"Small pink/purple flowers, leaves are alternate, gold/green fruits",USA,Texas,Tom Green,San Angelo,"KickBACK Ranch, Arden Rd, 11mi from San Angelo ",31.26277° N,100.38119° W,631,Meters
,42,2024-04-12 00:00:00,Lamiaceae,Vitex,agnus-castus,,Mixed shrubs and grasses near riverside,Cedar and mesquite and dense grasses near,Flowering,Wild,Bisexual,"Deep red/purple flowers along inflorescence, leaves are palmately compound,",USA,Texas,Tom Green,San Angelo,"Spring Creek Dr, Middle Concho River, 3mi from San Angelo",31.22026° N , 100.31156° W,676,Meters
,43,2024-04-12 00:00:00,Asteraceae,Ratibida,sulcata,,Mixed shrubs and grasses near riverside,Cedar and mesquite and dense grasses near,Flowering,Wild,Bisexual,"Flowers ae yellow, red/yellow rays at the top, compound leaves",USA,Texas,Tom Green,San Angelo,"Fisherman's Rd, Lake Nasworthy, Rock Slough Park, 6mi from San Angelo",31.22098° N, 100.30308° W,667,Meters
,44,2024-04-13 00:00:00,Berberidaceae,Berberis,trifoliolata,,Mixed shrubs and grasses in pastureland,"Mesquite and forbs, grasses, and shrubs near",Flowering,Wild,Bisexual,"Sharp trifoliate leaves, red berries, ",USA,Texas,Tom Green,San Angelo,"MIR Ranch,Old Sterling City Hwy, 5mi from San Angelo",31.31080° N , 100.32023° W,592,Meters
,45,2024-04-13 00:00:00,Bignoniaceae,Campsis,radicans,,Open pasture with cedar and mesquite with few forbs and grasses,few Cedar and mesquite with some forbs and grasses present ,Flowering,Wild,Bisexual,"Opposite leaves, Trumpet flower heads, orange/red flowers, ",USA,Texas,Tom Green,San Angelo,"Santa Fe Park Dr, Abe Street Ramp, Red Arroyo, 1mi from San Angelo",31.27234°N ,100.26351° W,624,Meters
,46,2024-04-17 00:00:00,Fabaceae,Parkinsonia,aculeata,,Alongside road with little grasses,Mesquite and prickly pear with little to no grasses and forbs,Flowering,Wild,Bisexual and Unisexual,"Small yellow flowers, alterate leaves, ",USA,Texas,Tom Green,San Angelo,"E Frontage Rd, N US Hwy 87, 8mi from San Angelo",31.31360° N ,100.29089° W,,Meters
,1,2024-03-23 00:00:00,Fabaceae,Cercis,canadensis,,pecan gallery in riperian area,Circis chinensis,flowering,wild,bisexual,tree with realtively small purple flowers,United States,TX,Tom Green,Cristoval,Knickerbocker Ranch,31.25251,100.66182,≈621,meters
,2,2024-03-23 00:00:00,Smilacaceae,Smilax,rotundifolia,,pecan gallery in riperian area,Smilax aspera,fruiting,wild,female,a climbing vine with many tendrils that overlap,United States,TX,Tom Green,Cristoval,Knickerbocker Ranch,31.25394,100.66151,≈621,meters
,3,2024-03-23 00:00:00,Amaryllidaceae,Nothoscordum,bivalve,,sandy open soil in bank of running creek,Northoscordum yatainum,flowering,wild,bisexual,small herb growing vertically,United States,TX,Tom Green,Cristoval,Knickerbocker Ranch,31.25251,100.66222,≈621,meters
,4,2024-03-12 00:00:00,Oxalidaceae,Oxalis,violacea,,lawn of residential property in urban area,Oxalis acetossella,flowering,wild,bisexual,herb forming a dense carpet,United States,TX,Harris,Hosuton,southwest Houston,20.66025,95.54342,≈25,meters
,5,2024-03-29 00:00:00,Papaveraceae,Corydalis,micrantha,,unmowed dedicated greenspace in urban area,Corydalis ambigua,flowering,wild,bisexual,"herbaceous habit, small yellow flowers",United States,TX,Tom Green,San Angelo,Angelo State University,31.43838,100.4586,≈561,meters
,6,2024-03-23 00:00:00,Euphorbiaceae,Cnidoscolus,,,"sandy soils, growing in patch with other individuals within pecan gallery",Cnidoscolus aconitifolius,budding,wild,bisexual,"near-woody stem, stinging bristles",United States,TX,Tom Green,Cristoval,Knickerbocker Ranch,31.25251,100.66222,≈621,meters
,7,2024-04-20 00:00:00,Geraniaceae,Erodium,cicutarium,,dedicated greenspace in urban area not subjected to mowing,Erodium acaule,flowering and fruting,wild,bisexual,low-lying herb with accrescent seed pod,United States,TX,Tom Green,Cristoval,Knickerbocker Ranch,31.43938,100.4586,≈621,meters
,8,2024-04-06 00:00:00,Apocynaceae,Asclepias,,,dedicated greenspace not subjected to mowing in urban area,Asclepias aurea,flowering,wild,bisexual,">0.25m tall, gray stems and leaves, herb",United States,TX,Tom Green,San Angelo,Angelo State Universtiy,31.43956,100.45949,≈561,meters
,9,2024-04-09 00:00:00,Asteraceae,Gaillardia,pulchella,,a patch dominated by other individuals in dedicated area of greenspace,Gaillardia aristata,flowering,wild,bisexual,"thin stem, terminal inflorescence",United States,TX,Tom Green,San Angelo,Angelo State Universtiy,31.43956,100.4595,≈561,meters
,10,2024-04-09 00:00:00,Onagraceae,Oenothera,speciosa ,,a patch dominated by other individuals in dedicated area of greenspace,Oenothera biennis,flowering,wild,bisexual,"terminal, single flower hypanthium extends beyond ovary",United States,TX,Tom Green,San Angelo,Angelo State University,31.43956,100.4594,≈561,meters
,11,2024-04-10 00:00:00,Asteraceae,Ratibita,columnifera,,dedicated greenspace not subjected to mowing in urban area,Ratibita pinnata,flowering,wild,bisexual,single terminal infloresence,United States,TX,Tom Green,San Angelo,Angelo State University,31.43956,100.45949,≈561,meters
,12,2024-04-22 00:00:00,Fabaceae,Medicago,minima,,cracks of paved ground on university campus,Medicago lupuna,fruiting,wild,bisexual,"extending laterally along ground surface, numerous burrs",United States,TX,Tom Green,San Angelo,Angelo State University,31. 43956,100.45949,≈561,meters
,13,2024-04-22 00:00:00,Ranunculaceae,Consolida,,,dedicated greenspace not subjected to mowing in urban area,Consolida regalis,flowering,wild,bisexual,"nearly vertical growth, spike inflorescence",United States,TX,Tom Green,San Angelo,Angelo State Universtiy,31.43956,100.45949,≈561,meters
,14,2024-04-27 00:00:00,Acanthaceae,Justicia,pilosella,,single individual persisting within the cracks of a paved walkway,Justicia ahadtoda,flowering,wild,bisexual,small herb growing vertically,United States,TX,Tom Green,San Angelo,Angelo State Universtiy,31.43956,100.45949,≈561,meters
,15,2024-04-11 00:00:00,Fabaceae,Melilotus,,,small stand of like individuals within a dedicated greenspace ,Melilotus albus,flowering,wild,bisexual,small herb growing mostly parallel with ground,United States,TX,Tom Green,San Angelo,Angelo State University,31.43956,100.4595,≈561,meters
,16,2024-04-25 00:00:00,Asparagaceae,Yucca,,,deliberately-placed ornamental plant occuring within greenspace,Yucca gloriosa,flowering,wild,bisexual,"an agave-like habit, >1m tall",United States,TX,Tom Green,San Angelo,Angelo State University,31.43956,100.45949,≈561,meters
,17,2024-03-23 00:00:00,Solanaceae,Solanum,,,single individual appearing within a pecan gallery within 50m of Dove Creek,Solanum pseudocapsicum,flowering,wild,bisexual,"herb growth form, purple flowers, gray leaves and stem, some thistles",United States,TX,Tom Green,Cristoval,Knickerbocker Ranch,31.25508,100.65937,≈621,meters
,18,2024-03-23 00:00:00,Poaceae,Lolium,,,occurred as massive stand of same species within shaded pecan gallery,Lolium pratense,seed heads apparent,wild,bisexual,herbaceous monocot,United States,TX,Tom Green,Cristoval,Knickerbocker Ranch,31.25508,100.65937,≈621,meters
,19,2024-03-23 00:00:00,Fabaceae,Trifolium,ripens,,dominant ground vegetation for several square meters in deeply shaded area of pecan gallery,Trifolium alpinum,flowering,wild,bisexual,herb growing near parallel to ground,United States,TX,Tom Green,Cristoval,Knickerbocker Ranch,31.25508,100.65937,≈621,meters
,20,2024-04-18 00:00:00,Malvaceae,Sphaeraclea,ambigua,,occurred as a single individual in rocky soil in area of full sun,Sphaeralcea emoryi,flowering,wild,bisexual,"herb approx. 4cm tall with single, terminal flower",United States,TX,Tom Green,Cristoval,Knickerbocker Ranch,31.25508,100.65937,≈621,meters
,21,2024-04-18 00:00:00,Brassicaceae,Alyssum,simplex,,"single individual appearing in rocky soils, shaded area and sheltered by immediate rock formations",Alyssum pulvinari, budding & flowering,wild,bisexual,small herb with gray stem small yellow flowers,United States,TX,Tom Green,Cristoval,Knickerbocker Ranch,31.25508,100.65937,≈621,meters
,22,2024-04-18 00:00:00,Asteraceae,Amblyolepis,,,"desiccation shrunk petals significantly, reducing the circumfirence of corolla",none,flowering,wild,bisexual,small flowering herb of about 6cm,United States,TX,Tom Green,Cristoval,Knickerbocker Ranch,31.25508,100.65937,≈621,meters
,23,2024-04-18 00:00:00,Brassicaceae,Descurainia,,,banks of active riperian area with surface water in immediate proximity to Dove Creek,Descurainia californica,flowering,wild,bisexual,"tansy mustard, very minute flowers",United States,TX,Tom Green,Cristoval,Knickerbocker Ranch,31.25508,100.65936,≈621,meters
,24,2024-04-18 00:00:00,Brassicaceae,Alyssum,,,near-immediate proximity to dove creek in deeply shaded area of pecan gallery,Alyssum simplex,flowering,wild,bisexual,"simple leaves, velvety covering over leaves and stem small yellow flowers",United States,TX,Tom Green,Cristoval,Knickerbocker Ranch,31.25508,100.65937,≈621,meters
,25,2024-03-23 00:00:00,Asteraceae,Coreopsis,,,"flower and leaves shrunk considerably during desiccation process, colors persisted",Coreopsis bicolor,flowering,wild,bisexual,long slender stem with terminal inflorescence ,United States,TX,Tom Green,Cristoval,Knickerbocker Ranch,31.25508,100.65937,≈621,meters
,26,2024-04-25 00:00:00,Rosaceae,Rhaphiolepis,,,Introduced ornamental plant occuring in a cultivated setting in urban area,Rhaphiolepis indica,flowering,cultivated,bisexual,exhibits a shurb habit,United States,TX,Tom Green,San Angelo,Angelo State University,31.43942,100.45681,≈561,meters
,27,2024-04-18 00:00:00,Asteraceae,Aphanostephus,,,single individual in full sun about 100m away from Dove Creek,Aphanostephus pilosus,flowering,wild,bisexual,daisy-like herb with single inflorescence,United States,TX,Tom Green,Crisoval,Knickerbocker Ranch,31.25508,100.65937,≈621,meters
,28,2024-04-26 00:00:00,Poaceae,Festuca,,,growing in margins between landscaped areas on universtiy campus in urban area,Festuca lucida,seed heads apparent,wild,bisexual,an herbaceous monocot,United States,TX,Tom Green,San Angelo,Angelo State University,31.43937,100.4568,≈561,meters
,29,2024-04-26 00:00:00,Poaceae,Cynodon,,,occurring as a turf grass at Angelo State Universtiy,Cynodon barberi,seed heads apparent,wild/cultivated,bisexual,an herbaceous monocot,United States,TX,Tom Green,San Angelo,Angelo State University,31.43973,100.45679,≈561,meters
,30,2024-03-23 00:00:00,Lamiaceae,Lamium,,,"growing in fenceline, sheltered within thick growth of other plants",Lamium album,flowering,wild,bisexual,an herbaceous small plant with leaves occuring in whorls,United States,TX,Tom Green,Cristoval,Knickerbocker Ranch,31.25508,100.65937,≈621,meters
,31,2024-04-11 00:00:00,Verbenaceae,Verbena,,,occuring in full sun area that also serves seasonally as an area of cultivation; fallow at time of collection,Verbena californicus,flowering,wild,bisexual,"radial symmetry on corolloa of this herb, 5 stamens, 5 lobed petals",United States,TX,Tom Green,Cristoval,Knickerbocker Ranch,31.58167,100.60597,≈621,meters
